locationId,state,nationalRemoteAreas,sa4Name,lgaName,crashId
VIC_Major Cities of Australia_Melbourne - West_Hobsons Bay,VIC,Major Cities of Australia,Melbourne - West,Hobsons Bay,20232131
NSW_Outer Regional Australia_Riverina_Temora,NSW,Outer Regional Australia,Riverina,Temora,20231153
SA_Outer Regional Australia_South Australia - South East_Karoonda East Murray,SA,Outer Regional Australia,South Australia - South East,Karoonda East Murray,20234010
QLD_Inner Regional Australia_Central Queensland_Livingstone,QLD,Inner Regional Australia,Central Queensland,Livingstone,20233097
VIC_Outer Regional Australia_Latrobe - Gippsland_Unincorporated Vic,VIC,Outer Regional Australia,Latrobe - Gippsland,Unincorporated Vic,20232186
VIC_Outer Regional Australia_North West_Gannawarra,VIC,Outer Regional Australia,North West,Gannawarra,20232173
NSW_Inner Regional Australia_Sydney - Outer West and Blue Mountains_Blue Mountains,NSW,Inner Regional Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,20231113
SA_Very Remote Australia_South Australia - Outback_Ceduna,SA,Very Remote Australia,South Australia - Outback,Ceduna,20234015
NSW_Major Cities of Australia_Sydney - Ryde_Parramatta,NSW,Major Cities of Australia,Sydney - Ryde,Parramatta,20231083
QLD_Remote Australia_Mackay - Isaac - Whitsunday_Whitsunday,QLD,Remote Australia,Mackay - Isaac - Whitsunday,Whitsunday,20233002
NSW_Inner Regional Australia_Illawarra_Shellharbour,NSW,Inner Regional Australia,Illawarra,Shellharbour,20231018
NT_Outer Regional Australia_Darwin_Darwin,NT,Outer Regional Australia,Darwin,Darwin,20237009
VIC_Outer Regional Australia_Latrobe - Gippsland_Baw Baw,VIC,Outer Regional Australia,Latrobe - Gippsland,Baw Baw,20232114
NT_Very Remote Australia_Northern Territory - Outback_Central Desert,NT,Very Remote Australia,Northern Territory - Outback,Central Desert,20237012
NSW_Inner Regional Australia_Sydney - Outer South West_Sutherland,NSW,Inner Regional Australia,Sydney - Outer South West,Sutherland,20231185
NSW_Outer Regional Australia_Mid North Coast_Kempsey,NSW,Outer Regional Australia,Mid North Coast,Kempsey,20231118
SA_Very Remote Australia_South Australia - Outback_Wudinna,SA,Very Remote Australia,South Australia - Outback,Wudinna,20234022
QLD_Very Remote Australia_Queensland - Outback_Murweh,QLD,Very Remote Australia,Queensland - Outback,Murweh,20233113
NSW_Outer Regional Australia_Capital Region_Eurobodalla,NSW,Outer Regional Australia,Capital Region,Eurobodalla,20231024
SA_Outer Regional Australia_South Australia - South East_Renmark Paringa,SA,Outer Regional Australia,South Australia - South East,Renmark Paringa,20234086
SA_Outer Regional Australia_South Australia - South East_Loxton Waikerie,SA,Outer Regional Australia,South Australia - South East,Loxton Waikerie,20234058
TAS_Outer Regional Australia_West and North West_Central Coast (Tas.),TAS,Outer Regional Australia,West and North West,Central Coast (Tas.),20236010
NSW_Outer Regional Australia_Murray_Berrigan,NSW,Outer Regional Australia,Murray,Berrigan,20231048
SA_Major Cities of Australia_Adelaide - Central and Hills_Norwood Payneham and St Peters,SA,Major Cities of Australia,Adelaide - Central and Hills,Norwood Payneham and St Peters,20234051
TAS_Outer Regional Australia_Hobart_Sorell,TAS,Outer Regional Australia,Hobart,Sorell,20236008
NSW_Outer Regional Australia_Coffs Harbour - Grafton_Clarence Valley,NSW,Outer Regional Australia,Coffs Harbour - Grafton,Clarence Valley,20231293
NSW_Major Cities of Australia_Capital Region_Yass Valley,NSW,Major Cities of Australia,Capital Region,Yass Valley,20231298
NT_Very Remote Australia_Northern Territory - Outback_MacDonnell,NT,Very Remote Australia,Northern Territory - Outback,MacDonnell,20237007
NSW_Outer Regional Australia_Riverina_Leeton,NSW,Outer Regional Australia,Riverina,Leeton,20231132
NSW_Remote Australia_Murray_Balranald,NSW,Remote Australia,Murray,Balranald,20231003
QLD_Inner Regional Australia_Gold Coast_Scenic Rim,QLD,Inner Regional Australia,Gold Coast,Scenic Rim,20233049
NSW_Outer Regional Australia_Mid North Coast_Port Macquarie-Hastings,NSW,Outer Regional Australia,Mid North Coast,Port Macquarie-Hastings,20231030
TAS_Outer Regional Australia_South East_Kingborough,TAS,Outer Regional Australia,South East,Kingborough,20236015
VIC_Major Cities of Australia_Melbourne - Inner_Merri-bek,VIC,Major Cities of Australia,Melbourne - Inner,Merri-bek,20232010
SA_Outer Regional Australia_Barossa - Yorke - Mid North_Copper Coast,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Copper Coast,20234073
NSW_Inner Regional Australia_Riverina_Lockhart,NSW,Inner Regional Australia,Riverina,Lockhart,20231110
SA_Outer Regional Australia_South Australia - South East_Naracoorte Lucindale,SA,Outer Regional Australia,South Australia - South East,Naracoorte Lucindale,20234047
SA_Remote Australia_South Australia - South East_Southern Mallee,SA,Remote Australia,South Australia - South East,Southern Mallee,20234050
NSW_Inner Regional Australia_New England and North West_Glen Innes Severn,NSW,Inner Regional Australia,New England and North West,Glen Innes Severn,20231169
NSW_Inner Regional Australia_Sydney - Baulkham Hills and Hawkesbury_Hornsby,NSW,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,Hornsby,20231215
TAS_Outer Regional Australia_West and North West_Kentish,TAS,Outer Regional Australia,West and North West,Kentish,20236030
SA_Inner Regional Australia_Barossa - Yorke - Mid North_Goyder,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Goyder,20234092
VIC_Major Cities of Australia_Melbourne - North West_Brimbank,VIC,Major Cities of Australia,Melbourne - North West,Brimbank,20232149
SA_Outer Regional Australia_South Australia - Outback_Flinders Ranges,SA,Outer Regional Australia,South Australia - Outback,Flinders Ranges,20234072
VIC_Inner Regional Australia_Geelong_Greater Geelong,VIC,Inner Regional Australia,Geelong,Greater Geelong,20232253
VIC_Inner Regional Australia_Bendigo_Loddon,VIC,Inner Regional Australia,Bendigo,Loddon,20232078
NSW_Inner Regional Australia_Riverina_Junee,NSW,Inner Regional Australia,Riverina,Junee,20231277
SA_Inner Regional Australia_South Australia - South East_Victor Harbor,SA,Inner Regional Australia,South Australia - South East,Victor Harbor,20234039
SA_Major Cities of Australia_Adelaide - Central and Hills_Burnside,SA,Major Cities of Australia,Adelaide - Central and Hills,Burnside,20234003
NT_Remote Australia_Northern Territory - Outback_Coomalie ,NT,Remote Australia,Northern Territory - Outback,Coomalie ,20237004
VIC_Major Cities of Australia_Melbourne - Outer East_Manningham,VIC,Major Cities of Australia,Melbourne - Outer East,Manningham,20232039
VIC_Outer Regional Australia_Warrnambool and South West_Corangamite,VIC,Outer Regional Australia,Warrnambool and South West,Corangamite,20232092
SA_Inner Regional Australia_Barossa - Yorke - Mid North_Wakefield,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Wakefield,20234007
NSW_Major Cities of Australia_Sydney - North Sydney and Hornsby_Mosman,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Mosman,20221135
TAS_Outer Regional Australia_South East_Glamorgan-Spring Bay,TAS,Outer Regional Australia,South East,Glamorgan-Spring Bay,20226027
NSW_Major Cities of Australia_Sydney - Outer West and Blue Mountains_Hawkesbury,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Hawkesbury,20221012
NSW_Inner Regional Australia_Sydney - Outer West and Blue Mountains_Penrith,NSW,Inner Regional Australia,Sydney - Outer West and Blue Mountains,Penrith,20221015
TAS_Outer Regional Australia_South East_Southern Midlands,TAS,Outer Regional Australia,South East,Southern Midlands,20226038
QLD_Outer Regional Australia_Logan - Beaudesert_Scenic Rim,QLD,Outer Regional Australia,Logan - Beaudesert,Scenic Rim,20223158
VIC_Inner Regional Australia_Bendigo_Mount Alexander,VIC,Inner Regional Australia,Bendigo,Mount Alexander,20222220
NSW_Major Cities of Australia_Sydney - North Sydney and Hornsby_North Sydney,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,North Sydney,20221031
NT_Very Remote Australia_Northern Territory - Outback_Roper Gulf,NT,Very Remote Australia,Northern Territory - Outback,Roper Gulf,20227002
QLD_Inner Regional Australia_Darling Downs - Maranoa_Western Downs,QLD,Inner Regional Australia,Darling Downs - Maranoa,Western Downs,20223101
NSW_Major Cities of Australia_Sydney - Eastern Suburbs_Woollahra,NSW,Major Cities of Australia,Sydney - Eastern Suburbs,Woollahra,20221161
SA_Major Cities of Australia_Adelaide - Central and Hills_Prospect,SA,Major Cities of Australia,Adelaide - Central and Hills,Prospect,20224037
QLD_Remote Australia_Queensland - Outback_Mareeba,QLD,Remote Australia,Queensland - Outback,Mareeba,20223246
VIC_Remote Australia_North West_Mildura,VIC,Remote Australia,North West,Mildura,20222021
VIC_Outer Regional Australia_Latrobe - Gippsland_Wellington,VIC,Outer Regional Australia,Latrobe - Gippsland,Wellington,20222040
QLD_Very Remote Australia_Queensland - Outback_Northern Peninsula Area,QLD,Very Remote Australia,Queensland - Outback,Northern Peninsula Area,20223031
VIC_Major Cities of Australia_Melbourne - North East_Mitchell,VIC,Major Cities of Australia,Melbourne - North East,Mitchell,20222169
NSW_Inner Regional Australia_Sydney - Outer South West_Wingecarribee,NSW,Inner Regional Australia,Sydney - Outer South West,Wingecarribee,20221244
NSW_Outer Regional Australia_Richmond - Tweed_Kyogle,NSW,Outer Regional Australia,Richmond - Tweed,Kyogle,20221133
NSW_Major Cities of Australia_Hunter Valley exc Newcastle_Port Stephens,NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Port Stephens,20221054
NT_Outer Regional Australia_Darwin_Unincorporated NT,NT,Outer Regional Australia,Darwin,Unincorporated NT,20227038
SA_Outer Regional Australia_Barossa - Yorke - Mid North_Orroroo Carrieton,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Orroroo Carrieton,20224043
VIC_Inner Regional Australia_Ballarat_Central Goldfields,VIC,Inner Regional Australia,Ballarat,Central Goldfields,20222071
NT_Remote Australia_Northern Territory - Outback_Unincorporated NT,NT,Remote Australia,Northern Territory - Outback,Unincorporated NT,20227037
NSW_Very Remote Australia_Far West and Orana_Central Darling,NSW,Very Remote Australia,Far West and Orana,Central Darling,20221055
QLD_Remote Australia_Darling Downs - Maranoa_Balonne,QLD,Remote Australia,Darling Downs - Maranoa,Balonne,20223015
TAS_Inner Regional Australia_Hobart_Kingborough,TAS,Inner Regional Australia,Hobart,Kingborough,20226019
QLD_Very Remote Australia_Darling Downs - Maranoa_Maranoa,QLD,Very Remote Australia,Darling Downs - Maranoa,Maranoa,20223085
VIC_Outer Regional Australia_Bendigo_Loddon,VIC,Outer Regional Australia,Bendigo,Loddon,20222054
NSW_Remote Australia_Far West and Orana_Walgett,NSW,Remote Australia,Far West and Orana,Walgett,20221120
NSW_Outer Regional Australia_Riverina_Coolamon,NSW,Outer Regional Australia,Riverina,Coolamon,20221219
QLD_Very Remote Australia_Queensland - Outback_Bulloo,QLD,Very Remote Australia,Queensland - Outback,Bulloo,20223080
NSW_Outer Regional Australia_Coffs Harbour - Grafton_Bellingen,NSW,Outer Regional Australia,Coffs Harbour - Grafton,Bellingen,20221209
NSW_Major Cities of Australia_Sydney - North Sydney and Hornsby_Lane Cove,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Lane Cove,20221177
NSW_Outer Regional Australia_New England and North West_Walcha,NSW,Outer Regional Australia,New England and North West,Walcha,20221030
VIC_Inner Regional Australia_North West_Northern Grampians,VIC,Inner Regional Australia,North West,Northern Grampians,20222115
NSW_Very Remote Australia_Far West and Orana_Bogan,NSW,Very Remote Australia,Far West and Orana,Bogan,20221028
NSW_Inner Regional Australia_Sydney - Baulkham Hills and Hawkesbury_The Hills,NSW,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,20221227
VIC_Outer Regional Australia_Latrobe - Gippsland_South Gippsland,VIC,Outer Regional Australia,Latrobe - Gippsland,South Gippsland,20222009
TAS_Inner Regional Australia_Launceston and North East_West Tamar,TAS,Inner Regional Australia,Launceston and North East,West Tamar,20226020
NSW_Inner Regional Australia_Illawarra_Wollondilly,NSW,Inner Regional Australia,Illawarra,Wollondilly,20221211
SA_Remote Australia_South Australia - Outback_Cleve,SA,Remote Australia,South Australia - Outback,Cleve,20224064
NT_Remote Australia_Northern Territory - Outback_West Arnhem,NT,Remote Australia,Northern Territory - Outback,West Arnhem,20227026
NSW_Outer Regional Australia_Murray_Wentworth,NSW,Outer Regional Australia,Murray,Wentworth,20221001
NSW_Major Cities of Australia_Sydney - Parramatta_Canterbury-Bankstown,NSW,Major Cities of Australia,Sydney - Parramatta,Canterbury-Bankstown,20221208
TAS_Very Remote Australia_West and North West_King Island,TAS,Very Remote Australia,West and North West,King Island,20226039
SA_Remote Australia_South Australia - South East_Kangaroo Island,SA,Remote Australia,South Australia - South East,Kangaroo Island,20224045
TAS_Inner Regional Australia_Launceston and North East_Meander Valley,TAS,Inner Regional Australia,Launceston and North East,Meander Valley,20226018
NSW_Inner Regional Australia_New England and North West_Uralla,NSW,Inner Regional Australia,New England and North West,Uralla,20221193
SA_Major Cities of Australia_Adelaide - South_Holdfast Bay,SA,Major Cities of Australia,Adelaide - South,Holdfast Bay,20224003
QLD_Remote Australia_Cairns_Douglas,QLD,Remote Australia,Cairns,Douglas,20223060
NSW_Remote Australia_Riverina_Carrathool,NSW,Remote Australia,Riverina,Carrathool,20221247
VIC_Inner Regional Australia_Melbourne - North East_Murrindindi,VIC,Inner Regional Australia,Melbourne - North East,Murrindindi,20222235
NSW_Remote Australia_Far West and Orana_Bogan,NSW,Remote Australia,Far West and Orana,Bogan,20221036
VIC_Outer Regional Australia_Hume_Alpine,VIC,Outer Regional Australia,Hume,Alpine,20222113
NSW_Very Remote Australia_Far West and Orana_Brewarrina,NSW,Very Remote Australia,Far West and Orana,Brewarrina,20221083
NSW_Inner Regional Australia_Sydney - Outer West and Blue Mountains_Wollondilly,NSW,Inner Regional Australia,Sydney - Outer West and Blue Mountains,Wollondilly,20221206
NT_Very Remote Australia_Northern Territory - Outback_East Arnhem,NT,Very Remote Australia,Northern Territory - Outback,East Arnhem,20227010
SA_Remote Australia_South Australia - Outback_Port Lincoln,SA,Remote Australia,South Australia - Outback,Port Lincoln,20224027
QLD_Very Remote Australia_Queensland - Outback_Carpentaria,QLD,Very Remote Australia,Queensland - Outback,Carpentaria,20223130
SA_Inner Regional Australia_Adelaide - North_Light,SA,Inner Regional Australia,Adelaide - North,Light,20224022
NSW_Major Cities of Australia_Sydney - South West_Camden,NSW,Major Cities of Australia,Sydney - South West,Camden,20221005
NSW_Outer Regional Australia_Capital Region_Queanbeyan-Palerang,NSW,Outer Regional Australia,Capital Region,Queanbeyan-Palerang,20221137
QLD_Very Remote Australia_Queensland - Outback_Longreach,QLD,Very Remote Australia,Queensland - Outback,Longreach,20223081
NSW_Major Cities of Australia_Newcastle and Lake Macquarie_Maitland,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Maitland,20221007
VIC_Outer Regional Australia_Warrnambool and South West_Colac Otway,VIC,Outer Regional Australia,Warrnambool and South West,Colac Otway,20222179
SA_Remote Australia_South Australia - Outback_Lower Eyre Peninsula,SA,Remote Australia,South Australia - Outback,Lower Eyre Peninsula,20224005
NT_Remote Australia_Northern Territory - Outback_MacDonnell,NT,Remote Australia,Northern Territory - Outback,MacDonnell,20227006
WA_Inner Regional Australia_Western Australia - Wheat Belt_York,WA,Inner Regional Australia,Western Australia - Wheat Belt,York,20215133
WA_Major Cities of Australia_Perth - South West_Rockingham,WA,Major Cities of Australia,Perth - South West,Rockingham,20215156
WA_Outer Regional Australia_Western Australia - Wheat Belt_Plantagenet,WA,Outer Regional Australia,Western Australia - Wheat Belt,Plantagenet,20215047
WA_Major Cities of Australia_Perth - South West_Kwinana,WA,Major Cities of Australia,Perth - South West,Kwinana,20215063
WA_Inner Regional Australia_Mandurah_Murray,WA,Inner Regional Australia,Mandurah,Murray,20215152
WA_Remote Australia_Western Australia - Wheat Belt_Dumbleyung,WA,Remote Australia,Western Australia - Wheat Belt,Dumbleyung,20215013
WA_Remote Australia_Western Australia - Outback (North)_Port Hedland,WA,Remote Australia,Western Australia - Outback (North),Port Hedland,20215078
NSW_Inner Regional Australia_Riverina_Coolamon,NSW,Inner Regional Australia,Riverina,Coolamon,20211039
WA_Major Cities of Australia_Perth - North West_Stirling,WA,Major Cities of Australia,Perth - North West,Stirling,20215057
SA_Outer Regional Australia_South Australia - South East_Robe,SA,Outer Regional Australia,South Australia - South East,Robe,20214074
WA_Major Cities of Australia_Perth - Inner_Cambridge,WA,Major Cities of Australia,Perth - Inner,Cambridge,20215150
WA_Major Cities of Australia_Perth - North West_Wanneroo,WA,Major Cities of Australia,Perth - North West,Wanneroo,20215054
QLD_Inner Regional Australia_Moreton Bay - North_Somerset,QLD,Inner Regional Australia,Moreton Bay - North,Somerset,20213206
NSW_Outer Regional Australia_Richmond - Tweed_Richmond Valley,NSW,Outer Regional Australia,Richmond - Tweed,Richmond Valley,20211058
WA_Major Cities of Australia_Perth - South East_Gosnells,WA,Major Cities of Australia,Perth - South East,Gosnells,20215151
WA_Outer Regional Australia_Western Australia - Wheat Belt_Dandaragan,WA,Outer Regional Australia,Western Australia - Wheat Belt,Dandaragan,20215066
NSW_Major Cities of Australia_Sydney - Ryde_The Hills,NSW,Major Cities of Australia,Sydney - Ryde,The Hills,20211085
WA_Major Cities of Australia_Perth - South East_Serpentine-Jarrahdale,WA,Major Cities of Australia,Perth - South East,Serpentine-Jarrahdale,20215076
WA_Major Cities of Australia_Mandurah_Mandurah,WA,Major Cities of Australia,Mandurah,Mandurah,20215105
SA_Outer Regional Australia_South Australia - South East_Southern Mallee,SA,Outer Regional Australia,South Australia - South East,Southern Mallee,20214050
WA_Outer Regional Australia_Western Australia - Wheat Belt_Woodanilling,WA,Outer Regional Australia,Western Australia - Wheat Belt,Woodanilling,20215141
NSW_Outer Regional Australia_Central West_Warrumbungle,NSW,Outer Regional Australia,Central West,Warrumbungle,20211183
WA_Outer Regional Australia_Western Australia - Wheat Belt_Dowerin,WA,Outer Regional Australia,Western Australia - Wheat Belt,Dowerin,20215018
WA_Outer Regional Australia_Western Australia - Outback (South)_Kalgoorlie-Boulder,WA,Outer Regional Australia,Western Australia - Outback (South),Kalgoorlie-Boulder,20215149
WA_Outer Regional Australia_Western Australia - Outback (South)_Greater Geraldton,WA,Outer Regional Australia,Western Australia - Outback (South),Greater Geraldton,20215024
WA_Inner Regional Australia_Bunbury_Harvey,WA,Inner Regional Australia,Bunbury,Harvey,20215095
WA_Inner Regional Australia_Perth - South East_Serpentine-Jarrahdale,WA,Inner Regional Australia,Perth - South East,Serpentine-Jarrahdale,20215001
WA_Major Cities of Australia_Perth - North East_Bayswater,WA,Major Cities of Australia,Perth - North East,Bayswater,20215114
WA_Major Cities of Australia_Perth - North East_Swan,WA,Major Cities of Australia,Perth - North East,Swan,20215067
QLD_Very Remote Australia_Queensland - Outback_Doomadgee,QLD,Very Remote Australia,Queensland - Outback,Doomadgee,20213174
QLD_Very Remote Australia_Queensland - Outback_Croydon,QLD,Very Remote Australia,Queensland - Outback,Croydon,20213106
NT_Very Remote Australia_Northern Territory - Outback_West Arnhem,NT,Very Remote Australia,Northern Territory - Outback,West Arnhem,20217014
WA_Outer Regional Australia_Western Australia - Wheat Belt_Albany,WA,Outer Regional Australia,Western Australia - Wheat Belt,Albany,20215041
TAS_Outer Regional Australia_South East_Central Highlands (Tas.),TAS,Outer Regional Australia,South East,Central Highlands (Tas.),20216009
NSW_Outer Regional Australia_Riverina_Lockhart,NSW,Outer Regional Australia,Riverina,Lockhart,20211059
WA_Inner Regional Australia_Western Australia - Wheat Belt_Chittering,WA,Inner Regional Australia,Western Australia - Wheat Belt,Chittering,20215020
WA_Major Cities of Australia_Perth - South East_Canning,WA,Major Cities of Australia,Perth - South East,Canning,20215125
WA_Remote Australia_Western Australia - Outback (South)_Perenjori,WA,Remote Australia,Western Australia - Outback (South),Perenjori,20215157
WA_Very Remote Australia_Western Australia - Outback (South)_Mount Magnet,WA,Very Remote Australia,Western Australia - Outback (South),Mount Magnet,20215059
WA_Inner Regional Australia_Bunbury_Donnybrook-Balingup,WA,Inner Regional Australia,Bunbury,Donnybrook-Balingup,20215154
NSW_Remote Australia_Far West and Orana_Cobar,NSW,Remote Australia,Far West and Orana,Cobar,20211063
QLD_Remote Australia_Queensland - Outback_Hope Vale,QLD,Remote Australia,Queensland - Outback,Hope Vale,20213185
WA_Outer Regional Australia_Bunbury_Augusta Margaret River,WA,Outer Regional Australia,Bunbury,Augusta Margaret River,20215102
WA_Major Cities of Australia_Perth - Inner_Vincent,WA,Major Cities of Australia,Perth - Inner,Vincent,20215127
WA_Outer Regional Australia_Western Australia - Wheat Belt_Wickepin,WA,Outer Regional Australia,Western Australia - Wheat Belt,Wickepin,20215077
SA_Inner Regional Australia_Barossa - Yorke - Mid North_Clare and Gilbert Valleys,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Clare and Gilbert Valleys,20214047
VIC_Outer Regional Australia_Hume_Wangaratta,VIC,Outer Regional Australia,Hume,Wangaratta,20212106
VIC_Major Cities of Australia_Melbourne - North West_Melton,VIC,Major Cities of Australia,Melbourne - North West,Melton,20212134
WA_Major Cities of Australia_Perth - South West_Cockburn,WA,Major Cities of Australia,Perth - South West,Cockburn,20215140
WA_Very Remote Australia_Western Australia - Outback (South)_Kalgoorlie-Boulder,WA,Very Remote Australia,Western Australia - Outback (South),Kalgoorlie-Boulder,20215155
WA_Major Cities of Australia_Perth - South East_Victoria Park,WA,Major Cities of Australia,Perth - South East,Victoria Park,20215040
WA_Major Cities of Australia_Perth - South East_Armadale,WA,Major Cities of Australia,Perth - South East,Armadale,20215142
WA_Inner Regional Australia_Bunbury_Bunbury,WA,Inner Regional Australia,Bunbury,Bunbury,20215132
WA_Inner Regional Australia_Western Australia - Wheat Belt_Gingin,WA,Inner Regional Australia,Western Australia - Wheat Belt,Gingin,20215128
WA_Remote Australia_Western Australia - Wheat Belt_Moora,WA,Remote Australia,Western Australia - Wheat Belt,Moora,20215089
WA_Major Cities of Australia_Perth - Inner_Perth,WA,Major Cities of Australia,Perth - Inner,Perth,20215002
WA_Inner Regional Australia_Bunbury_Busselton,WA,Inner Regional Australia,Bunbury,Busselton,20215030
WA_Outer Regional Australia_Western Australia - Wheat Belt_Williams,WA,Outer Regional Australia,Western Australia - Wheat Belt,Williams,20215038
WA_Inner Regional Australia_Bunbury_Augusta Margaret River,WA,Inner Regional Australia,Bunbury,Augusta Margaret River,20215049
TAS_Outer Regional Australia_South East_Derwent Valley,TAS,Outer Regional Australia,South East,Derwent Valley,20216025
QLD_Very Remote Australia_Queensland - Outback_Quilpie,QLD,Very Remote Australia,Queensland - Outback,Quilpie,20213142
WA_Outer Regional Australia_Western Australia - Wheat Belt_Kojonup,WA,Outer Regional Australia,Western Australia - Wheat Belt,Kojonup,20215139
WA_Remote Australia_Western Australia - Wheat Belt_Mount Marshall,WA,Remote Australia,Western Australia - Wheat Belt,Mount Marshall,20215082
SA_Outer Regional Australia_South Australia - South East_Kingston (SA),SA,Outer Regional Australia,South Australia - South East,Kingston (SA),20214012
WA_Remote Australia_Western Australia - Outback (North)_Karratha,WA,Remote Australia,Western Australia - Outback (North),Karratha,20215131
SA_Very Remote Australia_South Australia - Outback_Elliston,SA,Very Remote Australia,South Australia - Outback,Elliston,20214025
WA_Very Remote Australia_Western Australia - Outback (South)_Coolgardie,WA,Very Remote Australia,Western Australia - Outback (South),Coolgardie,20215061
QLD_Remote Australia_Cairns_Tablelands,QLD,Remote Australia,Cairns,Tablelands,20213160
VIC_Major Cities of Australia_Melbourne - Inner South_Monash,VIC,Major Cities of Australia,Melbourne - Inner South,Monash,20212141
WA_Very Remote Australia_Western Australia - Outback (North)_Derby-West Kimberley,WA,Very Remote Australia,Western Australia - Outback (North),Derby-West Kimberley,20215004
WA_Inner Regional Australia_Perth - North East_Mundaring,WA,Inner Regional Australia,Perth - North East,Mundaring,20215021
SA_Major Cities of Australia_Adelaide - North_Light,SA,Major Cities of Australia,Adelaide - North,Light,20214073
WA_Major Cities of Australia_Perth - South East_Belmont,WA,Major Cities of Australia,Perth - South East,Belmont,20215096
WA_Remote Australia_Western Australia - Wheat Belt_Nungarin,WA,Remote Australia,Western Australia - Wheat Belt,Nungarin,20215070
VIC_Major Cities of Australia_Melbourne - Inner South_Bayside (Vic.),VIC,Major Cities of Australia,Melbourne - Inner South,Bayside (Vic.),20212178
WA_Inner Regional Australia_Western Australia - Wheat Belt_Northam,WA,Inner Regional Australia,Western Australia - Wheat Belt,Northam,20215148
WA_Very Remote Australia_Western Australia - Outback (North)_Port Hedland,WA,Very Remote Australia,Western Australia - Outback (North),Port Hedland,20215045
WA_Major Cities of Australia_Perth - South West_Melville,WA,Major Cities of Australia,Perth - South West,Melville,20215083
WA_Major Cities of Australia_Perth - North East_Bassendean,WA,Major Cities of Australia,Perth - North East,Bassendean,20215011
WA_Remote Australia_Western Australia - Wheat Belt_Yilgarn,WA,Remote Australia,Western Australia - Wheat Belt,Yilgarn,20215056
WA_Very Remote Australia_Western Australia - Outback (North)_Broome,WA,Very Remote Australia,Western Australia - Outback (North),Broome,20215053
WA_Remote Australia_Western Australia - Outback (South)_Chapman Valley,WA,Remote Australia,Western Australia - Outback (South),Chapman Valley,20215033
NSW_Outer Regional Australia_New England and North West_Uralla,NSW,Outer Regional Australia,New England and North West,Uralla,20211022
WA_Outer Regional Australia_Western Australia - Wheat Belt_Broomehill-Tambellup,WA,Outer Regional Australia,Western Australia - Wheat Belt,Broomehill-Tambellup,20215068
WA_Very Remote Australia_Western Australia - Outback (South)_Meekatharra,WA,Very Remote Australia,Western Australia - Outback (South),Meekatharra,20215100
WA_Remote Australia_Western Australia - Outback (South)_Esperance,WA,Remote Australia,Western Australia - Outback (South),Esperance,20215036
QLD_Inner Regional Australia_Moreton Bay - North_Sunshine Coast,QLD,Inner Regional Australia,Moreton Bay - North,Sunshine Coast,20213193
WA_Inner Regional Australia_Bunbury_Capel,WA,Inner Regional Australia,Bunbury,Capel,20215108
WA_Very Remote Australia_Western Australia - Outback (South)_Dundas,WA,Very Remote Australia,Western Australia - Outback (South),Dundas,20215039
NSW_Outer Regional Australia_Riverina_Federation,NSW,Outer Regional Australia,Riverina,Federation,20211092
VIC_Inner Regional Australia_Hume_Towong,VIC,Inner Regional Australia,Hume,Towong,20212130
WA_Very Remote Australia_Western Australia - Wheat Belt_Lake Grace,WA,Very Remote Australia,Western Australia - Wheat Belt,Lake Grace,20215146
WA_Inner Regional Australia_Bunbury_Dardanup,WA,Inner Regional Australia,Bunbury,Dardanup,20215042
WA_Very Remote Australia_Western Australia - Wheat Belt_Kondinin,WA,Very Remote Australia,Western Australia - Wheat Belt,Kondinin,20215087
WA_Remote Australia_Western Australia - Wheat Belt_Kent,WA,Remote Australia,Western Australia - Wheat Belt,Kent,20215086
NSW_Major Cities of Australia_Sydney - Inner West_Canada Bay,NSW,Major Cities of Australia,Sydney - Inner West,Canada Bay,20211091
WA_Outer Regional Australia_Western Australia - Wheat Belt_Wagin,WA,Outer Regional Australia,Western Australia - Wheat Belt,Wagin,20215060
WA_Outer Regional Australia_Bunbury_Manjimup,WA,Outer Regional Australia,Bunbury,Manjimup,20215103
NSW_Major Cities of Australia_Sydney - Parramatta_Fairfield,NSW,Major Cities of Australia,Sydney - Parramatta,Fairfield,20211210
WA_Major Cities of Australia_Mandurah_Murray,WA,Major Cities of Australia,Mandurah,Murray,20215138
WA_Outer Regional Australia_Western Australia - Wheat Belt_Denmark,WA,Outer Regional Australia,Western Australia - Wheat Belt,Denmark,20215117
NSW_Outer Regional Australia_Hunter Valley exc Newcastle_Singleton,NSW,Outer Regional Australia,Hunter Valley exc Newcastle,Singleton,20211054
QLD_Remote Australia_Central Queensland_Banana,QLD,Remote Australia,Central Queensland,Banana,20213240
